film,sort_type,review,sentiment,clean_text
Loveless,lowest,"A fairly long while ago I read a brief collection of short stories by Shirley Jackson. I've been haunted by a couple of the stories it contained ever since, but the first one left a particularly indelible impression. It was The Missing Girl, wherein over just a handful of pages, Jackson describes the circumstances unfolding upon the discovery that a young teenage girl has disappeared from a campground, seemingly without trace. The succinct portrait Jackson paints of the mechanical way…",negative,a fairly long while ago i read a brief collection of short stories by shirley jackson ive been haunted by a couple of the stories it contained ever since but the first one left a particularly indelible impression it was the missing girl wherein over just a handful of pages jackson describes the circumstances unfolding upon the discovery that a young teenage girl has disappeared from a campground seemingly without trace the succinct portrait jackson paints of the mechanical way
Loveless,lowest,11:15am at Highland Park Renaissance,negative,am at highland park renaissance
Loveless,lowest,Shoutout Jack Caccavari because we both had to watch this piece of trash for class,negative,shoutout jack caccavari because we both had to watch this piece of trash for class
Loveless,lowest,Didn't watch this but my bloody valentine SUCK!!!!!!!!!!!!!!!!!!,negative,didnt watch this but my bloody valentine suck
Loveless,highest,This is not a story about good and evil It is about parents who have never received love And therefore cannot give it to their child They repeat their mistakes over and over And do not learn from the tragedy The film does not provide a solution or comfort It deals with a harsh reality where love is absent,positive,this is not a story about good and evil it is about parents who have never received love and therefore cannot give it to their child they repeat their mistakes over and over and do not learn from the tragedy the film does not provide a solution or comfort it deals with a harsh reality where love is absent
Loveless,highest,"This is a third time I've watched it and every time I am reassured that Zvyagintsev is total genious. Amazing movie, it drags you in from the very beginning with perfect acting and cinematography.",positive,this is a third time ive watched it and every time i am reassured that zvyagintsev is total genious amazing movie it drags you in from the very beginning with perfect acting and cinematography
Loveless,highest,A suprise to no one. Russians make about as good parents as they do a functional Democracy,positive,a suprise to no one russians make about as good parents as they do a functional democracy
Loveless,highest,"I am officially putting this as my second favorite film of all time. My rewatch hit, it hit hard. I’ve thought about this film ever since I watched it for the first time (years ago).",positive,i am officially putting this as my second favorite film of all time my rewatch hit it hit hard ive thought about this film ever since i watched it for the first time years ago
Loveless,highest,Damn. Your kid running away must be a real bummer...,positive,damn your kid running away must be a real bummer
Loveless,highest,"I believe I was shown part of this in a seminar in 3rd year or something. Anyway, I should have trusted my gut; this is the most depressing film of all time and I hate it!",positive,i believe i was shown part of this in a seminar in rd year or something anyway i should have trusted my gut this is the most depressing film of all time and i hate it
Loveless,highest,"10 years after The banishment, this one cuts even deeper. It goes right under your skin.Another cinematic tour-de-force by Zvyagintsev. A dark jewel. Better than The banishment, in my opinion (and others).'Loveless' revolves around a young couple who lose not only each other but also their son in their marital struggle. When their 12-year-old son disappears, the couple is confronted with their own shortcomings.""Up until now, Russian filmmaker Andrej Zvyagintsev has only made good to excellent films,…",positive,years after the banishment this one cuts even deeper it goes right under your skinanother cinematic tour-de-force by zvyagintsev a dark jewel better than the banishment in my opinion and othersloveless revolves around a young couple who lose not only each other but also their son in their marital struggle when their -year-old son disappears the couple is confronted with their own shortcomingsup until now russian filmmaker andrej zvyagintsev has only made good to excellent films
Loveless,highest,"The story of Loveless is very captivating even though it's a patient slow-burn with a lot of long-takes, dialogue and a big emphasis on atmosphere. From the opening shot to the final shot it's a depressing experience with lots of unexpected turns, and it's a film that keeps you guessing and wondering even after the credits roll. It's one that sits with you and is on your mind for a long time after watching it.Our two lead actors, Maryana…",positive,the story of loveless is very captivating even though its a patient slow-burn with a lot of long-takes dialogue and a big emphasis on atmosphere from the opening shot to the final shot its a depressing experience with lots of unexpected turns and its a film that keeps you guessing and wondering even after the credits roll its one that sits with you and is on your mind for a long time after watching itour two lead actors maryana
Loveless,highest,i'll never forget how heartbreaking this was,positive,ill never forget how heartbreaking this was
Victoria,lowest,"i stayed until an hour and 19 mins. i can't finish it. not with the messy camera work (altho i get it, it kinda like a vlog), but i still can't. not with vic's attitude. vic was bored so she joined a group of men on a night. nah. i just couldn't get into the storyline. i forced myself to finish it, but at least i passed the first hour. just not for me.",negative,i stayed until an hour and mins i cant finish it not with the messy camera work altho i get it it kinda like a vlog but i still cant not with vics attitude vic was bored so she joined a group of men on a night nah i just couldnt get into the storyline i forced myself to finish it but at least i passed the first hour just not for me
Victoria,lowest,So boring no shade. She’s also an idiot boots,negative,so boring no shade shes also an idiot boots
Victoria,lowest,"""i can fix him,"" says woman who is worse",negative,i can fix him says woman who is worse
Victoria,lowest,There is a reason they did this in one take: it’s too ducking terrible to shoot again. Please don’t waste 2 hours of your time.,negative,there is a reason they did this in one take its too ducking terrible to shoot again please dont waste hours of your time
Victoria,lowest,"i hated this movie. idk if i can get into dramas if they are all going to be so long. additionally, it did not make me thrilled to fly to berlin today.",negative,i hated this movie idk if i can get into dramas if they are all going to be so long additionally it did not make me thrilled to fly to berlin today
Victoria,lowest,Worse than hitting your own mother…As if any sane person would be so naive to follow such pieces of shit that are drunken germans…The worst movie I’ve watched in this year so far,negative,worse than hitting your own motheras if any sane person would be so naive to follow such pieces of shit that are drunken germansthe worst movie ive watched in this year so far
Victoria,highest,Undeniably thrilling. Germany never feels like a normal place. Bad boys are too fun to ignore so I get it.,positive,undeniably thrilling germany never feels like a normal place bad boys are too fun to ignore so i get it
Victoria,highest,Probably some of the best acting I’ve ever seen. All in one take too which is insane. Meandering a bit towards the end but I don’t freaking care this shit was incredible,positive,probably some of the best acting ive ever seen all in one take too which is insane meandering a bit towards the end but i dont freaking care this shit was incredible
Victoria,highest,"This was one of the first movies I watched when I decided to try this hobby to find out what was out there. I was absolutely mind blown that I didn’t even gave a review. This is the one movie, that hooked me in this world and turned me into a cinephile. Probably the only one review that I didn’t do since I started this activity continuously, for almost a year now, and one of the most meaningful movies for me, that deeply touched me and made me fall in love with cinema. Thanks Victoria",positive,this was one of the first movies i watched when i decided to try this hobby to find out what was out there i was absolutely mind blown that i didnt even gave a review this is the one movie that hooked me in this world and turned me into a cinephile probably the only one review that i didnt do since i started this activity continuously for almost a year now and one of the most meaningful movies for me that deeply touched me and made me fall in love with cinema thanks victoria
Victoria,highest,"what an ending, man!Good for her? idk but I'm glad she was able to get away",positive,what an ending mangood for her idk but im glad she was able to get away
Victoria,highest,"The best german movie, it is not an understatemant. Because of this movie I had the dream of renaming myself Victoria. I saw it 2015 and can still not fathom how well it held up, how it depicts Berlin as this pseudo depressing realtiy, we all live through. How there is not one cut, sort of like Hideo Kojima was pocessing the director Schipper. Fantastic, chefs kiss! It is not talked about much in this cultural climate but we should all see Victoria.",positive,the best german movie it is not an understatemant because of this movie i had the dream of renaming myself victoria i saw it and can still not fathom how well it held up how it depicts berlin as this pseudo depressing realtiy we all live through how there is not one cut sort of like hideo kojima was pocessing the director schipper fantastic chefs kiss it is not talked about much in this cultural climate but we should all see victoria
Victoria,highest,"Every time I watch it I’m more blown away. This film has no contemporaries. Other one-takes either feel forced or have a scope too narrow to make the feat meaningful. Victoria, however, has an enormous scope that meets the moment at every turn.There’s no settling for mediocrity to achieve the goal. These actors give their all for the lengthy runtime and it ends up a true masterpiece that would be thoroughly enjoyable even if filmed traditionally.As we pass this films 10th birthday, I continue to hope it will finally get the mainstream recognition it deserves.",positive,every time i watch it im more blown away this film has no contemporaries other one-takes either feel forced or have a scope too narrow to make the feat meaningful victoria however has an enormous scope that meets the moment at every turntheres no settling for mediocrity to achieve the goal these actors give their all for the lengthy runtime and it ends up a true masterpiece that would be thoroughly enjoyable even if filmed traditionallyas we pass this films th birthday i continue to hope it will finally get the mainstream recognition it deserves
Victoria,highest,All in 1 shot. Why I haven't seen this earlier¿?I'd like to think that Victoria went on with her life just fineNils Frahm is god 🙏,positive,all in shot why i havent seen this earlierid like to think that victoria went on with her life just finenils frahm is god
Victoria,highest,The power of friendship did not prevail,positive,the power of friendship did not prevail
Victoria,highest,"Wow, that totally came out of left field. A really tense movie that just snowballs, the thing is beautiful and the soundtrack is excellent, but the acting is overwhelming. While the story is fiction, the people are as real as it gets.",positive,wow that totally came out of left field a really tense movie that just snowballs the thing is beautiful and the soundtrack is excellent but the acting is overwhelming while the story is fiction the people are as real as it gets
Timecrimes,lowest,Nah don’t fuck with this it all took me like allDamn day to watch this could not get on board w this plot 👎,negative,nah dont fuck with this it all took me like alldamn day to watch this could not get on board w this plot
Timecrimes,lowest,"Didn't like how the movie treated the unnamed female character. Weirdly sexist.Plot wise this is nothing unique, I've seen this kind of movie enough times to think I myself might be in a time loop. Didn't really offer anything new except for the, well, cum pool I guess.",negative,didnt like how the movie treated the unnamed female character weirdly sexistplot wise this is nothing unique ive seen this kind of movie enough times to think i myself might be in a time loop didnt really offer anything new except for the well cum pool i guess
Timecrimes,lowest,"the protagonist is a fat, slow, stupid creep.",negative,the protagonist is a fat slow stupid creep
Timecrimes,lowest,This is one of my least favorite portrayals of time travel - causal loops can be fun (where you only do something because you did it before) but the origin of that action should have some meaning to it or some relation to the character’s will - making the woman take off her clothes in the forest for no reason just because he’d seen it before felt like a poorly chosen and unnecessarily explicit way to demonstrate this. Also was…,negative,this is one of my least favorite portrayals of time travel - causal loops can be fun where you only do something because you did it before but the origin of that action should have some meaning to it or some relation to the characters will - making the woman take off her clothes in the forest for no reason just because hed seen it before felt like a poorly chosen and unnecessarily explicit way to demonstrate this also was
Timecrimes,lowest,"If one have watched a handful of time travel movies, they alomst would have known what is happening and what is about to. With it being made one and a hald decade before, it might have been riveting then but I feel that it didn't stand the test of the time.",negative,if one have watched a handful of time travel movies they alomst would have known what is happening and what is about to with it being made one and a hald decade before it might have been riveting then but i feel that it didnt stand the test of the time
Timecrimes,lowest,"This felt very male gaze-y and the storyline was very basic. I was not entertained at all, so there’s 1 star for you.",negative,this felt very male gaze-y and the storyline was very basic i was not entertained at all so theres star for you
Timecrimes,lowest,"I’ll be quick: this movie is dreadful. It tries to be smart, to be dark, to be somehow good, and it catastrophically fails at everything it does. It’s not surprising, it’s not intense, it’s not enjoyable at all. And worst of all: despite being 80 minutes long, it makes you sit through it as if it were a 4 hour long feature — behaving as if it were profound, moving awfully slow… and, let’s be honest, making you feel as if you wasted 240 minutes of your life when you haven’t even wasted 90.I still can’t believe how awful this movie was, really… *sigh*",negative,ill be quick this movie is dreadful it tries to be smart to be dark to be somehow good and it catastrophically fails at everything it does its not surprising its not intense its not enjoyable at all and worst of all despite being minutes long it makes you sit through it as if it were a hour long feature behaving as if it were profound moving awfully slow and lets be honest making you feel as if you wasted minutes of your life when you havent even wasted i still cant believe how awful this movie was really sigh
Timecrimes,lowest,"Idiot man defies darwinism, unfortunately.",negative,idiot man defies darwinism unfortunately
Timecrimes,highest,Hector is the unemployed friend on a random Tuesday,positive,hector is the unemployed friend on a random tuesday
Timecrimes,highest,Brilliant. Very good concept and very well done.,positive,brilliant very good concept and very well done
Timecrimes,highest,This is one of the most excellent and well-developed time travel stories ever to be put on screen. Shame the bike girl went through all that.,positive,this is one of the most excellent and well-developed time travel stories ever to be put on screen shame the bike girl went through all that
Timecrimes,highest,"Proof that you don't need a big budget or special effects to make compelling sci-fi. Simplicity in the setting works as the script, mood and performances are so tight and wonderfully engrossing. It's stressful, which is layered through the increasingly disastrous effects of how the film portrays it's time travel concepts. It's small in scope and it benefits massively from that restrained. The film aesthetic could of been very dark and hard to distinguish, but you can see everying from…",positive,proof that you dont need a big budget or special effects to make compelling sci-fi simplicity in the setting works as the script mood and performances are so tight and wonderfully engrossing its stressful which is layered through the increasingly disastrous effects of how the film portrays its time travel concepts its small in scope and it benefits massively from that restrained the film aesthetic could of been very dark and hard to distinguish but you can see everying from
Timecrimes,highest,"talked about forEpisode 001 of my podcast alongside The Time Machine (1960) with guest Taylor Wilson, also available on Spotify, Apple Podcasts, and wherever else :).was thinking 4.5 or 5, but this has stuck with me a bit since watching it. Part of the reason is that I really like The Swimmer, and this gave me major The Swimmer vibes. And I love little 90 minute movies. And I love the way it was shot. And I loved how lurid it went. Yeah, 5 stars, I think perfect. Excited to see other of Vigalondo's work!",positive,talked about forepisode of my podcast alongside the time machine with guest taylor wilson also available on spotify apple podcasts and wherever else was thinking or but this has stuck with me a bit since watching it part of the reason is that i really like the swimmer and this gave me major the swimmer vibes and i love little minute movies and i love the way it was shot and i loved how lurid it went yeah stars i think perfect excited to see other of vigalondos work
Timecrimes,highest,"How the fuck can't Hollywood compete with a movie with a budget of two millions, names you never heard of and music which sounds so old it could be royality free again?The execution, the concept, the characters, the actors, just everything clicks very satisfyingly together. Yeah, even the music. I can't fathom how Nacho Vigalondo wasn't overly night a second Christopher Nolan. I mean, okay, he did work one time with Elijah Wood, but that seemed to be the death of his carrer, sadly. Speaking of, Open Windows just jumped massively on my watchlist!",positive,how the fuck cant hollywood compete with a movie with a budget of two millions names you never heard of and music which sounds so old it could be royality free againthe execution the concept the characters the actors just everything clicks very satisfyingly together yeah even the music i cant fathom how nacho vigalondo wasnt overly night a second christopher nolan i mean okay he did work one time with elijah wood but that seemed to be the death of his carrer sadly speaking of open windows just jumped massively on my watchlist
Timecrimes,highest,"HOLY HELLThe less you know about this movie going in, the better",positive,holy hellthe less you know about this movie going in the better
Timecrimes,highest,"Wow. Fantastically plotted, paced, directed and acted! Amazing film that answers most of it's own questions which is rare in time travel movies. Most of the time there are massive plot holes, but here it is more of mildly odd decisions by the main character at most. But at the same time, Hector seems to be sort of a mild mannered every day sort of dude, not really have been prepared for being thrust into a time travel situation.The…",positive,wow fantastically plotted paced directed and acted amazing film that answers most of its own questions which is rare in time travel movies most of the time there are massive plot holes but here it is more of mildly odd decisions by the main character at most but at the same time hector seems to be sort of a mild mannered every day sort of dude not really have been prepared for being thrust into a time travel situationthe
The Guilty,lowest,"Not sure why this is getting such rapturous praise (currently sitting at 99% on RT). I thought this was incredibly boring. Words like “nail-biting”, “tons of twists-&-turns”, “gripping” & “clever” were used but I never experienced any of that during the film.The plot concerns an emergency dispatch officer who receives a troubling phone call. This is a single-location movie similar to such films like Phone Booth, Buried & Locke; the latter being used as the most obvious comparison as the film…",negative,not sure why this is getting such rapturous praise currently sitting at on rt i thought this was incredibly boring words like nail-biting tons of twists--turns gripping clever were used but i never experienced any of that during the filmthe plot concerns an emergency dispatch officer who receives a troubling phone call this is a single-location movie similar to such films like phone booth buried locke the latter being used as the most obvious comparison as the film
The Guilty,lowest,Thrillers work mostly due to a threat to their featured protagonist. Cortes' Buried is tense because Reynolds is buried alive and tries not to die. It's not just about resisting death. But... WE CARE! The threats here are happening not to the character seen on screen. And we don't connect to them dramatically because of the mystery. They are even a total stranger! An idea destined to flounder. And it does!,negative,thrillers work mostly due to a threat to their featured protagonist cortes buried is tense because reynolds is buried alive and tries not to die its not just about resisting death but we care the threats here are happening not to the character seen on screen and we dont connect to them dramatically because of the mystery they are even a total stranger an idea destined to flounder and it does
The Guilty,lowest,i was hoping i’d like the original better but i think the execution was still poor and i hate the sub plots,negative,i was hoping id like the original better but i think the execution was still poor and i hate the sub plots
The Guilty,lowest,"The more I think about this film, the angrier it makes meI can't fault the acting or pacing, and the premise is brilliant,However, what begins as a gripping and timely thriller, in which a domestic violence situation becomes a terrifying ticking clock, is ultimately a story of villifying mental illness while absolving or glossing over the violence and abuse of power of men",negative,the more i think about this film the angrier it makes mei cant fault the acting or pacing and the premise is brillianthowever what begins as a gripping and timely thriller in which a domestic violence situation becomes a terrifying ticking clock is ultimately a story of villifying mental illness while absolving or glossing over the violence and abuse of power of men
The Guilty,lowest,never knew a movie can make me regret this much I saw it. der film war SO was von without sens. ✨wasted 90 mins of my life✨,negative,never knew a movie can make me regret this much i saw it der film war so was von without sens wasted mins of my life
The Guilty,lowest,Was so hard not to fall asleep.~Half a star.,negative,was so hard not to fall asleephalf a star
The Guilty,lowest,"I didn't care for this movie. Watching one guy for 90 minutes isn't that exciting even if the story was pretty good. This, much like Locke, fails.",negative,i didnt care for this movie watching one guy for minutes isnt that exciting even if the story was pretty good this much like locke fails
The Guilty,lowest,"I never got around to logging this because fffffffffuck this film but news is there’s an American remake on its way?KEEP IT.Make better choices, Jakey G.",negative,i never got around to logging this because fffffffffuck this film but news is theres an american remake on its waykeep itmake better choices jakey g
The Guilty,lowest,"This is vile trash. Obvious as hell and doesn’t have nearly enough material for its slim runtime, and initially it seems like it’s going to run the protagonist’s redemption arc through a domestic violence narrative. That’s gross enough, but then there’s a completely reprehensible “twist” that basically turns the film into wank fodder for Men’s Rights Activists.Fuck everyone involved with the making of this movie.Edited to add: I'm baffled by everyone praising the sound design because I found…",negative,this is vile trash obvious as hell and doesnt have nearly enough material for its slim runtime and initially it seems like its going to run the protagonists redemption arc through a domestic violence narrative thats gross enough but then theres a completely reprehensible twist that basically turns the film into wank fodder for mens rights activistsfuck everyone involved with the making of this movieedited to add im baffled by everyone praising the sound design because i found
The Guilty,lowest,"It feels like a first year film student's project, painfully predictable. I kept watching in hopes of it giving me more than a weak twist but I wasn't left with much.",negative,it feels like a first year film students project painfully predictable i kept watching in hopes of it giving me more than a weak twist but i wasnt left with much
The Guilty,highest,"Very high on my list of awesome experiences inside the Kimball Tower. I was kinda worried that staying inside the office the whole time would feel gimmicky, but it was so far from that. I was also worried that it would be an oversimplified, over-glorified portrait of a cop, but it was again, very far from that.It was incredibly written, paced, acted, and shot. I think I was most impressed by the actors we didn’t get to see. Lots of emotion in just voices. Awesome!!!!!!",positive,very high on my list of awesome experiences inside the kimball tower i was kinda worried that staying inside the office the whole time would feel gimmicky but it was so far from that i was also worried that it would be an oversimplified over-glorified portrait of a cop but it was again very far from thatit was incredibly written paced acted and shot i think i was most impressed by the actors we didnt get to see lots of emotion in just voices awesome
The Guilty,highest,"The best film I’ve seen with a one location premise, also completely in real time so the suspense is crazy.In between the dramatic moments of tension and action you just watch the protagonist wrack his brain trying to figure out what to do next - that is cinema",positive,the best film ive seen with a one location premise also completely in real time so the suspense is crazyin between the dramatic moments of tension and action you just watch the protagonist wrack his brain trying to figure out what to do next - that is cinema
The Guilty,highest,The writing and acting it takes to make a movie this good while all events take place through a phone call is incredible. This is a first watch masterpiece.I haven’t watched the Jake whateverhall version but I think it’s safe to say that you’d be doing yourself a favor to just read subtitles.,positive,the writing and acting it takes to make a movie this good while all events take place through a phone call is incredible this is a first watch masterpiecei havent watched the jake whateverhall version but i think its safe to say that youd be doing yourself a favor to just read subtitles
The Guilty,highest,this is way better than the jake gyllenhal versioni love how great denmark is at making moviesdannebrog🤘🇩🇰,positive,this is way better than the jake gyllenhal versioni love how great denmark is at making moviesdannebrog
The Guilty,highest,This is perhaps the most intense and claustrophobic experience I've ever had. The film grabs you and does not let go for a single second as you watch a dubious dispatcher stumble his way through a nightmare scenario. What earns me the five stars is that it did not let up even at the very end. It continues to get deeper and more complex while utilizing only one backdrop. The dialogue although translated from a language I do not speak…,positive,this is perhaps the most intense and claustrophobic experience ive ever had the film grabs you and does not let go for a single second as you watch a dubious dispatcher stumble his way through a nightmare scenario what earns me the five stars is that it did not let up even at the very end it continues to get deeper and more complex while utilizing only one backdrop the dialogue although translated from a language i do not speak
The Guilty,highest,"So much better than the remake, Americans, stop doing stuff",positive,so much better than the remake americans stop doing stuff
The Guilty,highest,Alarm center police guy. Who is the actual guilty person. Thrilling. Holywood made a remake.,positive,alarm center police guy who is the actual guilty person thrilling holywood made a remake
The Guilty,highest,Had to watch this in preparation for acting class. Masterful suspense thriller. Doesn’t leave a moment to waste and you are on edge the whole time especially with the twists and turns that ensue throughout the duration of the picture.,positive,had to watch this in preparation for acting class masterful suspense thriller doesnt leave a moment to waste and you are on edge the whole time especially with the twists and turns that ensue throughout the duration of the picture
Calibre,lowest,"If I could give it negative stars I would, legit a waste of time",negative,if i could give it negative stars i would legit a waste of time
Calibre,lowest,"I watched, like, 10% of this movie, & then I fell asleep.",negative,i watched like of this movie then i fell asleep
Calibre,lowest,Why does this movie have 100% on rotten tomatoes.,negative,why does this movie have on rotten tomatoes
Calibre,lowest,"Honestly one of the worst films I’ve ever watched. Predictable and boring,",negative,honestly one of the worst films ive ever watched predictable and boring
Calibre,lowest,Completely uninteresting and predictable movie with zero suspense. They tried too hard to make the film realistic to the point where it just wasn't interesting. At no point did I give even the slightest care about any character. Anyone saying this film was thrilling or anything short of completely fucking boring was paid off by netflix.,negative,completely uninteresting and predictable movie with zero suspense they tried too hard to make the film realistic to the point where it just wasnt interesting at no point did i give even the slightest care about any character anyone saying this film was thrilling or anything short of completely fucking boring was paid off by netflix
Calibre,lowest,Half star for the Scottish accent,negative,half star for the scottish accent
Calibre,lowest,What a shite movie. Honestly don’t even waste your time.,negative,what a shite movie honestly dont even waste your time
Calibre,lowest,"Too slow and dragging for my taste. I usually enjoy these types of films. The ones where 'unsuspecting city folk go to pokey, rural villages in the backend of nowhere and encounter unfriendly locals'. The first 20 minutes where mildly interesting, due to my enjoyment of the lighting and dark/warm colour scheme, highlighting the two friends relationship to each other. I could believe they were long time school friends off for their boys' get together.We witness two morally ambiguous…",negative,too slow and dragging for my taste i usually enjoy these types of films the ones where unsuspecting city folk go to pokey rural villages in the backend of nowhere and encounter unfriendly locals the first minutes where mildly interesting due to my enjoyment of the lighting and darkwarm colour scheme highlighting the two friends relationship to each other i could believe they were long time school friends off for their boys get togetherwe witness two morally ambiguous
Calibre,highest,"so tense, so well paced, things being revealed in the perfect order, totally harrowing and horrible. beautifully shot and scored. a gem",positive,so tense so well paced things being revealed in the perfect order totally harrowing and horrible beautifully shot and scored a gem
Calibre,highest,"Fantastic movie, never knew what was going to happen next! 10/10 recommend!!",positive,fantastic movie never knew what was going to happen next recommend
Calibre,highest,Intense! It’s your cup of tea if you like being disturbed. It is a smooth thriller and you are likely to end up depressed for the rest of the day.,positive,intense its your cup of tea if you like being disturbed it is a smooth thriller and you are likely to end up depressed for the rest of the day
Calibre,highest,"A rare gem on netflix!The relentless momentum kept me constantly on the edge of my seat that I had to press pause a couple times midway. The suspense is real!What was supposed to be a fun last trip of freedom turned into a bleak never-ending nightmare. It's a movie about choices and their consequences.Audiences were forced to be engaged in every turn, and yes, it's harrowing. It puts us in the heart and mind of the main…",positive,a rare gem on netflixthe relentless momentum kept me constantly on the edge of my seat that i had to press pause a couple times midway the suspense is realwhat was supposed to be a fun last trip of freedom turned into a bleak never-ending nightmare its a movie about choices and their consequencesaudiences were forced to be engaged in every turn and yes its harrowing it puts us in the heart and mind of the main
Calibre,highest,This film is so good #noscotlandnoparty,positive,this film is so good noscotlandnoparty
Calibre,highest,"If you want a really tense, 90ish minute movie and a lot of depth this is and ez recommend",positive,if you want a really tense ish minute movie and a lot of depth this is and ez recommend
Calibre,highest,Brits know how to make Indie thrillers. A must watch for no thrills thrillers.,positive,brits know how to make indie thrillers a must watch for no thrills thrillers
Calibre,highest,Pure anxiety all the way through AH,positive,pure anxiety all the way through ah
Calibre,highest,The way this film was not at all what I expected. Just kept me on edge throughout. Jack Lowden is the 🐐,positive,the way this film was not at all what i expected just kept me on edge throughout jack lowden is the
Calibre,highest,"Amazing film omg just great all around. Great acting, great ending, great story just throughly entertaining. Makes you think what would u do in this situation",positive,amazing film omg just great all around great acting great ending great story just throughly entertaining makes you think what would u do in this situation
Calibre,highest,Sat on the edge of my seat start to finish,positive,sat on the edge of my seat start to finish
Calibre,highest,"So simple but deeply complex. What would you do? What should they have done? When did things go wrong? So many incredible ethical dilemmas to analyze.Plus we talk about what dinner scenes mean and symbolize.Also, I thought of a take so good, it might be one of my all time best.Desert of the Reel Podcast",positive,so simple but deeply complex what would you do what should they have done when did things go wrong so many incredible ethical dilemmas to analyzeplus we talk about what dinner scenes mean and symbolizealso i thought of a take so good it might be one of my all time bestdesert of the reel podcast
Calibre,highest,Amazing one!! That confession scene and the climax was so good. Loved it.,positive,amazing one that confession scene and the climax was so good loved it
Calibre,highest,An immensely gripping film that transports you to the Scottish Highlands and the drama that unfolds throughout the film. Gets better with every watch and is the perfect film to watch before a hike.,positive,an immensely gripping film that transports you to the scottish highlands and the drama that unfolds throughout the film gets better with every watch and is the perfect film to watch before a hike
Calibre,highest,What a series of bad decisions made by two intelligent men. Hard to watch. But I did and couldn’t turn away!,positive,what a series of bad decisions made by two intelligent men hard to watch but i did and couldnt turn away
Coherence,lowest,like watch it if you want but….wow that shit is bogus,negative,like watch it if you want butwow that shit is bogus
Coherence,lowest,the night housebut make it for $1 with the worst actors you have ever seen in your lifethis was genuinely so awful i had to check the release date mid-watch because i becameconvincedthe only way you could put out something this cheap-looking and poorly crafted was because you were stuck in quarantine with a bunch of your actor friends and trying to pass the time. nope! made in 2013.,negative,the night housebut make it for with the worst actors you have ever seen in your lifethis was genuinely so awful i had to check the release date mid-watch because i becameconvincedthe only way you could put out something this cheap-looking and poorly crafted was because you were stuck in quarantine with a bunch of your actor friends and trying to pass the time nope made in
Coherence,lowest,if i could rate this a zero i would. i hated this movie to much it was so confusing i hate improv,negative,if i could rate this a zero i would i hated this movie to much it was so confusing i hate improv
Coherence,lowest,White peoples version ofUSbut lower budget.,negative,white peoples version ofusbut lower budget
Coherence,lowest,didnt finish. i did not care for the characters,negative,didnt finish i did not care for the characters
Coherence,lowest,Written and directed by Viihtube,negative,written and directed by viihtube
Coherence,lowest,i want to move to an alternate reality in which i didn’t waste time